Index,nsulph,ncof,ntb,AWeight,ncocl,GMTIV,Hatov,TPSA,Hy,QOss,C Log P
345,0,0,0,12.886,0,5.103,2.387,178.36,-4.503,1.487,4.639
346,0,0,0,12.51,0,4.22,2.209,46.53,-4.012,0.536,5.167
347,0,0,0,13.72,0,3.555,2.132,77.38,-2.176,0.281,2.166
348,1,0,0,16.103,0,2.924,1.594,9.03,-1.887,0,0.158
349,0,0,0,12.771,0,4.026,3.19,101.88,-2.928,0.157,1.092
350,0,0,0,13.184,0,3.876,3.423,93.03,-2.404,0.35,-0.692
351,1,1,0,14.823,0,3.819,2.827,90.37,-2,0.331,-0.455
352,1,0,0,14.545,0,3.681,2.679,90.37,-2.084,0.331,-0.594
353,0,0,0,13.257,0,3.812,3.158,84.32,-2.5,0.407,-1.191
354,0,0,0,13.376,0,4.065,3.257,133.08,-2.236,0.413,-0.678
355,0,0,0,17.569,0,2.979,2.346,94.83,-0.401,0.541,-0.158
356,2,0,0,13.452,0,5.029,2.375,145.78,-4.176,0.536,5.905
357,0,0,0,13.812,0,4.795,2.274,170.75,-3.159,1.134,2.169
358,0,0,0,12.555,0,3.947,2.431,33.53,-3.446,0.144,2.215
359,0,0,0,13.616,1,4.464,2.449,99.13,-3.75,0.901,3.917
360,0,0,0,12.569,0,4.199,2.732,49.77,-3.901,0.533,3.59
361,0,0,0,15.669,2,3.53,2.3,62.44,-2.344,0,1.947
362,0,0,0,12.646,0,4.066,2.413,50.72,-3.649,0.537,2.393
363,0,0,0,12.676,0,3.964,2.368,58.56,-3.556,0.478,2.333
364,1,0,0,13.916,0,3.983,2.107,79.74,-2.719,0.516,0.502
365,0,0,0,12.609,0,4.479,2.683,89.79,-4.089,0.535,3.147
366,0,0,0,12.654,0,4.515,2.527,86.99,-4.155,0.741,4.186
367,0,2,0,13.071,0,4.636,2.758,75.99,-3.906,0.823,4.683
368,0,3,0,13.294,0,4.813,2.87,96.22,-3.81,0.975,4.427
369,3,0,0,16.227,0,3.803,1.81,106.33,-2.236,0.184,0.612
370,3,0,0,15.754,0,4.069,1.911,118.8,-2.36,0.318,0.087
371,0,0,0,12.771,0,4.005,2.437,70.59,-3.347,0.467,1.699
372,0,0,0,12.827,0,4.04,2.105,67.79,-3.446,0.637,2.275
373,0,0,0,12.539,0,4.693,2.969,94.31,-4.19,0.345,4.89
374,0,0,0,13.601,2,5.861,3.046,530.49,-4.351,3.45,0.106
375,0,0,0,13.382,0,3.852,3.516,119.05,-2,0.355,-1.814
376,0,0,0,14.726,0,4.013,2.714,147.9,-1.853,0.621,-1.662
377,0,0,0,13.376,0,4.023,3.689,139.54,-2.236,0.574,-1.98
378,0,3,0,14.256,0,4.213,3.912,104.55,-2.161,0.563,-1.286
379,0,0,0,20.177,0,3.874,1.565,104.55,-2.164,0.562,-1.7
380,2,0,0,16.631,0,3.582,2.086,115.04,-1.139,0.159,-0.856
381,2,0,0,16.301,0,3.617,1.949,107.41,-1.36,0.158,-1.424
382,0,0,0,12.26,0,3.642,3.028,24.39,-3.5,0,2.384
383,0,0,0,12.277,0,3.482,2.795,24.39,-3.386,0,2.108
384,0,0,0,13.008,0,3.004,1.729,26.3,-2.325,0.275,0.256
385,0,0,0,12.809,0,3.605,2.473,44.12,-2.865,0.28,1.162
386,0,0,0,12.676,0,3.914,2.475,49.77,-3.556,0.429,2.18
387,0,0,0,12.581,0,4.021,2.857,53.43,-3.556,0.231,2.206
388,0,0,0,12.555,0,3.188,2.619,46.25,-2.83,0.258,1.282
389,0,0,0,13.175,0,4.211,3.019,146.89,-2.866,0.544,-1.651
390,0,0,0,12.827,0,4.063,2.71,55.84,-3.446,0.553,1.868
391,0,0,0,12.736,0,4,2.308,64.79,-3.446,0.514,2.946
392,0,0,0,12.543,0,3.642,3.249,29.46,-3.386,0.362,2.971
393,0,0,0,12.641,0,3.843,2.271,41.57,-3.354,0.273,2.617
394,0,0,0,16.104,0,4.011,2.149,80.39,-3.241,0.378,2.889
395,0,0,0,15.003,2,3.89,2.526,49.33,-3.13,0.295,4.364
396,0,0,0,12.746,0,3.976,3.363,59.3,-3.354,0.377,2.291
397,1,0,0,14.422,2,4.916,2.622,133.99,-3.789,0.753,4.767
398,0,0,0,13.119,0,3.159,3.75,50.19,-2.113,0.289,0.78
399,0,0,0,12.898,0,3.102,3.553,55.98,-2.113,0.073,0.181
400,0,0,0,12.201,0,4.862,2.1,34.14,-5.136,0.174,10.964
401,0,0,0,13.008,0,4.106,3.797,90.9,-3.241,1.064,2.577
402,0,0,2,12.676,0,3.878,2.571,35.53,-3.475,0.523,2.051
403,0,0,0,12.201,0,3.881,2.01,20.23,-4.183,0.154,5.51
404,0,0,0,12.823,0,4.395,2.907,124.44,-3.262,0.508,0.361
405,0,0,0,12.555,0,4.453,2.519,71.68,-3.974,0.137,2.712
406,0,0,0,14.286,0,4.788,2.16,118.21,-4.038,0.429,2.711
407,2,0,0,16.585,0,3.678,1.75,86.74,-1.632,0.306,-0.281
408,0,1,0,13.487,0,4.338,2.932,122.91,-2.786,0.733,0.76
409,0,0,0,17.082,2,3.295,2.067,61.77,-1.494,0.076,1.157
410,0,0,1,12.768,0,4.462,2.905,74.73,-3.685,0.765,3.405
411,0,0,0,12.604,0,4.687,2.612,87.55,-3.942,0.317,4.51
412,0,1,0,13.636,1,4.567,2.749,68.74,-3.516,0.626,4.276
413,0,1,0,14.272,2,4.458,2.557,77.99,-3.435,0.232,5.038
414,0,0,0,17.569,2,3.246,1.618,41.57,-1.904,0.159,1.884
415,0,0,0,13.536,0,3.902,3.643,130.83,-2.164,0.634,-2.563
416,2,3,0,14.269,0,4.698,2.571,110.86,-3.371,0.081,5.365
417,1,2,0,14.297,1,4.618,2.745,91.92,-3.516,0.169,5.062
418,1,0,0,13.994,1,4.6,2.432,106.51,-3.363,0.228,3.314
419,0,0,0,12.496,0,4.767,2.902,86.28,-4.083,0.072,4.59
420,0,3,0,13.009,0,4.92,3.316,97.62,-3.795,0.072,6.356
421,0,0,0,12.944,0,5.284,2.87,221.29,-4.514,1.815,3.736
422,0,0,0,13.008,0,5.192,2.671,224.45,-4.343,1.869,3.26
423,0,0,0,13.245,0,4.906,3.069,160.83,-3.723,2.201,1.339
424,0,1,0,14.671,0,4.393,3.182,186.07,-1.91,0.735,-1.724
425,0,1,0,14.117,0,3.294,4.37,65.72,-1.409,0.132,-1.762
426,0,2,0,14.006,0,4.021,3.855,110.6,-2.085,0.48,-1.289
427,0,0,0,12.455,0,3.728,2.693,56.73,-3.243,0,2.823
428,0,0,0,12.956,0,3.984,3.383,92.5,-2.906,0.222,0.03
429,0,0,0,15.108,2,3.838,2.265,66.56,-2.906,0.293,1.925
430,0,0,0,13.099,0,4.777,3.362,210.54,-3.057,0.66,0.268
431,0,0,0,13.008,0,4.579,3.211,163.18,-3.438,0.993,-0.139
432,0,3,0,13.961,0,4.293,3.387,92.55,-2.432,0.268,2.448
433,1,0,0,13.366,0,4.541,2.514,119.03,-3.356,0.086,3.139
434,0,3,0,14.022,1,4.767,3.201,92.35,-3.281,0.342,5.55
435,0,1,0,12.802,0,4.431,2.576,77.23,-3.685,0.145,2.853
436,0,0,0,13.105,0,4.71,3.503,191.26,-3.196,0.733,-0.297
437,1,0,0,13.129,0,4.617,2.81,70,-4.19,0.842,6.075
438,0,1,0,13.036,0,4.714,3.101,130.75,-3.734,0.707,1.623
439,2,0,0,14.014,0,4.142,2.072,40.54,-3.715,0.295,5.045
440,0,0,0,14.374,0,4.044,2.562,136.38,-2.012,0.407,-0.051
441,0,0,0,12.536,0,3.749,2.37,43.7,-3.577,0.41,2.733
442,0,0,0,12.771,0,4.054,2.951,67.51,-3.556,0.585,3.19
443,0,1,0,15.039,0,4.46,2.14,59.51,-3.598,0.482,5.004
444,0,0,0,13.026,1,4.291,2.454,12.47,-4.355,0.242,6.215
445,0,3,0,13.886,1,4.634,3.199,66.49,-3.35,0,4.746
446,1,1,0,14.245,1,4.717,2.364,140.13,-3.159,0.341,3.908
447,0,3,1,12.958,0,4.893,3.076,65.77,-3.93,0.072,4.456
448,0,0,0,12.616,0,4.543,2.555,77.33,-3.822,0.493,4.184
449,0,2,0,13.151,0,4.695,2.857,83.16,-3.517,0.692,3.175
450,1,0,0,13.733,1,4.656,2.233,105.24,-3.867,0.339,6.362
451,0,0,0,13.62,1,4.756,2.232,85.86,-3.858,0.346,5.09
452,0,1,1,12.909,0,4.482,2.982,110.06,-3.435,0.305,2.801
453,0,0,0,12.616,0,4.616,3.246,99.16,-3.822,0.282,4.217
454,0,0,1,12.638,0,4.71,3.231,118.51,-3.81,0.14,3.313
455,0,0,0,13.271,0,3.987,3.383,112.13,-2.459,0.577,-0.989
456,0,0,0,17.22,4,3.592,1.899,0,-3.243,0,5.929
457,0,0,0,12.283,0,3.894,2.391,20.31,-4.054,0.089,3.904
458,0,0,0,13.606,0,3.194,3.261,58.92,-1.993,0.574,-1.494
459,0,0,0,13.325,1,4.472,2.752,92.51,-3.598,0.152,3.785
460,0,0,0,31.908,0,4.188,0.769,92.78,-2.866,0.756,4.557
461,0,0,0,14.255,2,4.199,2.173,74.6,-3.777,0.469,3.412
462,1,0,0,13.648,0,4.131,2.739,86.19,-3.243,0.216,2.964
463,0,1,0,13.092,0,3.472,3.72,32.86,-2.689,0.071,1.185
464,0,0,0,12.471,0,4.283,2.108,35.53,-4.158,0.522,5.646
